index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
8633   4.8822        0.2708        1.4807        4.6444        0.6391        -0.2723       0.5781        -0.0097       0.0461        
8634   1.1834        -0.0237       -0.0593       1.1817        0.6539        0.1431        0.0982        -0.6305       -0.5411       
8635   1.7480        -0.9632       0.2355        1.4395        0.8618        -0.7051       -0.2725       0.4138        -0.0608       
8636   7.2054        -0.6444       -2.3800       6.7704        0.3253        0.2850        0.1307        0.0867        -0.1457       
8637   1.7357        1.2408        -0.9952       0.6949        0.4031        0.0798        -0.3770       -0.1182       -0.6443       
8638   4.1138        -3.0192       2.7852        0.2244        0.3576        0.1959        -0.2991       0.0041        -0.2948       
8639   3.4001        1.3888        -0.9471       -2.9555       0.7654        -0.1437       0.0223        0.7515        0.0878        
8640   1.8357        0.9779        -1.1474       -1.0473       0.4589        -0.3507       0.2940        -0.0339       -0.5701       
8641   1.3070        -1.1854       -0.5035       -0.2227       0.4849        -0.2875       -0.0680       -0.3845       -0.6950       
8642   0.5977        -0.5971       -0.0260       -0.0057       0.9857        -0.2477       0.1146        0.9472        -0.1745       
8643   1.1179        -0.1609       -1.0685       -0.2866       0.3440        -0.3059       -0.1350       -0.0808       -0.8710       
8644   5.5269        4.8724        2.5276        -0.6464       0.2600        0.2194        0.1276        -0.0563       -0.2556       
8645   2.2397        -0.7963       -1.0332       -1.8206       0.6565        -0.0637       0.3985        -0.5178       -0.2556       
8646   2.2346        0.0458        1.6988        -1.4510       0.7060        0.3133        0.3693        -0.5137       -0.1893       
8647   2.1443        0.4982        -2.0687       -0.2651       0.4296        0.4218        0.0023        0.0814        -0.5227       
8648   1.0476        0.6302        0.6610        -0.5132       0.9900        -0.0773       0.7913        -0.5899       -0.0314       
8649   1.8027        -0.9603       0.2529        -1.5045       0.4976        -0.2753       0.2028        0.3614        -0.5416       
8650   0.5714        0.3604        0.4081        0.1736        0.6954        0.6391        -0.2735       0.0178        -0.6694       
8651   2.9150        -2.2725       -1.8036       -0.2825       0.4401        -0.1991       -0.2873       -0.2674       -0.3709       
8652   3.6434        0.1973        -1.4942       -3.3170       0.4914        -0.0968       0.1803        0.4468        -0.2282       
8653   2.9146        -0.1910       2.4833        -1.5137       0.2792        -0.0144       0.0386        -0.2761       -0.4866       
8654   1.1131        0.2374        0.2095        -1.0672       0.8809        0.4094        -0.7779       0.0577        -0.2147       
8655   3.9336        2.3942        -0.0211       -3.1210       0.2789        -0.2574       0.0593        -0.0895       -0.3618       
8656   2.3519        2.1469        0.1797        -0.9433       0.6513        -0.4821       -0.3555       0.2556        -0.2393       
8657   0.2153        -0.1967       0.0809        -0.0335       0.5452        0.0869        0.3845        -0.3766       -0.9241       
8658   3.5736        -2.2368       1.5116        2.3415        0.2953        -0.1438       0.2397        0.0952        -0.3903       
8659   1.3728        0.0893        1.0656        0.8609        0.4737        0.3474        -0.2755       0.1669        -0.6857       
8660   1.4720        -1.0559       -0.9498       0.3871        0.7473        -0.7302       -0.0865       -0.1334       -0.3221       
8661   1.6228        -0.4735       -0.0155       1.5521        0.7356        -0.2557       -0.0248       -0.6893       -0.2963       
8662   3.0995        -1.8084       -2.5116       -0.1680       0.6717        0.0681        0.0931        0.6617        -0.0864       
8663   3.4317        0.5291        3.3897        -0.0782       0.7786        -0.5318       0.5356        0.1914        0.1121        
8664   2.1789        0.2175        1.9348        -0.9782       0.5177        0.4844        0.1626        -0.0827       -0.4317       
8665   1.6101        0.6115        0.6848        1.3227        0.4743        -0.0452       -0.2673       -0.3892       -0.6161       
8666   2.3870        -0.4499       1.8626        -1.4233       0.1356        -0.0911       -0.0326       0.0951        -0.6381       
8667   3.8230        3.5007        0.7714        -1.3287       0.5807        -0.4128       -0.3008       0.2764        -0.1134       
8668   1.3744        0.1837        -0.5064       1.2644        0.4576        -0.3654       -0.2201       -0.1658       -0.7003       
8669   2.4759        0.2255        -1.6621       1.8212        0.3840        0.2731        -0.1330       -0.2350       -0.4918       
8670   6.4565        3.1004        5.6240        -0.6663       0.4468        -0.3229       -0.2516       0.1791        -0.0795       
8671   1.4762        0.9185        1.0948        -0.3703       0.5107        0.1744        0.4596        -0.1385       -0.6185       
8672   3.4389        2.7574        1.9334        0.6965        0.4493        0.3727        0.2430        0.0620        -0.2915       
8673   3.5745        1.5065        2.8042        -1.6261       0.5569        0.0923        -0.5341       -0.1279       -0.1672       
8674   5.0834        -4.8183       -1.2194       -1.0670       0.2235        -0.1547       -0.0400       -0.1562       -0.2992       
8675   3.8128        -0.1465       -0.8104       -3.7228       0.2454        0.0120        -0.2214       -0.1052       -0.3915       
8676   3.7077        -1.9741       -2.8455       -1.3239       0.3653        -0.3586       0.0218        0.0666        -0.3292       
8677   3.9294        -0.4819       -3.8732       0.4546        0.3871        -0.1125       -0.0758       0.3626        -0.2902       
8678   1.6865        -1.5700       -0.4197       -0.4509       0.6784        -0.1639       -0.2682       -0.6012       -0.3597       
8679   2.9895        -1.2174       1.9457        1.9156        0.4130        -0.3780       0.0321        0.1632        -0.3828       
8680   1.1165        -0.2107       0.9415        0.5620        0.2138        0.1225        -0.0719       0.1598        -0.9440       
8681   2.1709        -1.2147       -1.5799       0.8608        0.7086        0.4127        0.4599        -0.3467       -0.1993       
8682   1.7540        1.4056        0.7189        -0.7641       0.7834        0.2338        0.0504        -0.7460       -0.1882       
8683   2.0215        -0.9315       -1.5643       0.8786        0.3576        0.0443        -0.2912       0.2028        -0.6073       
8684   1.5437        0.1794        0.4235        -1.4736       0.6669        0.2418        0.2796        0.5550        -0.4151       
8685   7.8074        -1.9731       -3.2725       -6.8083       0.4697        0.1049        0.4463        0.1019        -0.0122       
8686   4.1146        -0.0640       -2.4690       3.2909        0.4768        -0.2586       -0.2034       0.3452        -0.1952       
8687   5.7984        -0.5235       5.0109        -2.8702       0.3751        0.3234        -0.0031       0.1900        -0.1683       
8688   1.2747        -0.3380       1.2269        -0.0740       0.2702        0.0777        0.0589        0.2519        -0.8672       
8689   0.7801        -0.7566       0.1644        -0.0955       0.9128        -0.0640       0.5856        -0.6972       -0.2615       
8690   1.8508        0.1875        -0.9463       -1.5795       0.4497        -0.0441       -0.3606       -0.2651       -0.5746       
8691   2.0150        0.8386        -1.8103       0.2824        0.7489        -0.3179       -0.5358       -0.4156       -0.1759       
8692   1.2330        0.7189        -0.0230       1.0015        0.4193        -0.4135       -0.0471       0.0512        -0.7773       
8693   3.8504        2.3539        -0.7839       2.9445        0.3062        0.1236        -0.2300       0.1600        -0.3541       
8694   7.3173        -3.4233       -5.4677       -3.4536       0.2735        0.0705        0.1651        -0.2064       -0.1729       
8695   1.5979        -0.3655       -1.2197       -0.9654       0.6257        -0.0947       0.6165        -0.0493       -0.4530       
8696   1.4988        -1.2404       0.1364        -0.8302       0.6220        0.1732        -0.3808       0.4602        -0.4859       
8697   2.3610        1.3454        -0.0219       -1.9401       0.3880        0.2489        -0.2493       0.1628        -0.5110       
8698   2.4953        0.0639        0.3714        2.4667        0.6632        -0.0765       -0.4033       0.5209        -0.1958       
8699   1.2071        -0.1002       0.0515        1.2018        0.1776        0.1307        -0.0360       0.1147        -0.9297       
8700   3.6254        1.2897        -0.7917       -3.2945       0.2637        0.1189        -0.0729       0.2239        -0.4021       
8701   1.8962        1.6144        -0.1164       0.9879        0.5937        0.5593        -0.0717       -0.1856       -0.4130       
8702   3.1399        -0.8596       2.3084        1.9471        0.7786        0.5974        -0.4107       0.2840        0.0744        
8703   5.6751        -1.9856       5.2601        -0.7719       0.3517        0.1827        0.2647        -0.1422       -0.1916       
8704   0.7147        0.7107        -0.0295       -0.0696       0.2347        0.1574        0.1254        0.1208        -1.0587       
8705   1.9962        -0.4259       -1.5079       -1.2367       0.6112        0.4251        0.4376        -0.0362       -0.3677       
